venue_id,venue_name,current_monday,current_tuesday,current_wednesday,current_thursday,current_friday,current_saturday,current_sunday,last_year_monday,last_year_tuesday,last_year_wednesday,last_year_thursday,last_year_friday,last_year_saturday,last_year_sunday,current_week_total,last_year_week_total,monday_change,tuesday_change,wednesday_change,thursday_change,friday_change,saturday_change,sunday_change,week_change,week_number,year,personnel_expense_ratio,estimated_profit,debit_variation,debit_variation_previous,debit_variation_variation,holiday_name,holiday_flag
3,BURGOS,0.0,581.0,515.7,717.0,2199.1,2349.05,1315.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7677.1,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,16,2024,0.0,7677.1,,,,,False
4,SAN SEBASTIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2024,0.0,0.0,,,,,False
5,VITORIA,0.0,134.0,166.75,299.0,1207.2,1878.45,661.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4346.48,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,16,2024,0.0,4346.48,,,,,False
6,ZARAGOZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2024,0.0,0.0,,,,,False
1,PAMPLONA,828.15,532.25,737.43,848.95,2130.45,2954.45,1244.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9276.58,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,17,2024,0.0,9276.58,,,,,False
2,BILBAO,568.25,125.5,593.25,793.2,1819.65,2452.7,1007.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7359.75,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,17,2024,0.0,7359.75,,,,,False
3,BURGOS,0.0,262.8,587.25,345.0,1717.1,2157.68,1117.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6187.43,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,17,2024,0.0,6187.43,,,,,False
4,SAN SEBASTIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2024,0.0,0.0,,,,,False
5,VITORIA,0.0,399.25,708.5,486.55,977.25,1162.75,1300.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5034.85,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,17,2024,0.0,5034.85,,,,,False
6,ZARAGOZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2024,0.0,0.0,,,,,False
1,PAMPLONA,9514.91,1583.05,1407.76,1296.6,2717.4,3357.5,2264.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22142.17,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,18,2024,0.0,22142.17,,,,Labor Day,True
2,BILBAO,719.1,1448.25,1796.9,718.25,899.7,1658.3,1344.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8584.55,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,18,2024,0.0,8584.55,,,,Labor Day,True
3,BURGOS,0.0,863.75,1121.95,557.75,1970.73,1910.75,2104.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8529.83,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,18,2024,0.0,8529.83,,,,Labor Day,True
4,SAN SEBASTIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2024,0.0,0.0,,,,Labor Day,True
5,VITORIA,0.0,565.0,486.25,39.0,1449.55,1729.75,1166.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5436.1,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,18,2024,0.0,5436.1,,,,Labor Day,True
6,ZARAGOZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2024,0.0,0.0,,,,Labor Day,True
1,PAMPLONA,1187.35,633.05,1092.68,613.35,2047.75,2397.3,1634.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9606.13,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,19,2024,0.0,9606.13,,,,,False
2,BILBAO,282.25,186.25,455.75,248.1,1320.35,1876.25,1169.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5538.8,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,19,2024,0.0,5538.8,,,,,False
3,BURGOS,0.0,398.5,313.0,631.6,1902.5,1655.45,581.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5482.55,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,19,2024,0.0,5482.55,,,,,False
4,SAN SEBASTIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2024,0.0,0.0,,,,,False
5,VITORIA,0.0,324.75,68.5,348.0,1794.75,1623.25,947.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5106.4,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,19,2024,0.0,5106.4,,,,,False
6,ZARAGOZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2024,0.0,0.0,,,,,False
1,PAMPLONA,818.39,850.62,777.5,735.6,3100.95,3784.6,1721.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11789.01,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,20,2024,0.0,11789.01,,,,,False
2,BILBAO,698.85,648.45,301.0,770.95,1445.5,2193.1,1535.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7593.25,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,20,2024,0.0,7593.25,,,,,False
3,BURGOS,0.0,130.75,550.5,439.5,1575.05,2008.95,1493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6197.75,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,20,2024,0.0,6197.75,,,,,False
4,SAN SEBASTIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2024,0.0,0.0,,,,,False
5,VITORIA,0.0,444.25,466.75,228.25,1620.5,1839.25,1003.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5602.95,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,20,2024,0.0,5602.95,,,,,False
6,ZARAGOZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2024,0.0,0.0,,,,,False
1,PAMPLONA,1024.29,226.75,1348.51,826.69,1858.45,2390.75,1672.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9347.79,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,21,2024,0.0,9347.79,,,,,False
2,BILBAO,906.25,230.35,667.6,582.75,1533.35,4235.48,1538.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9694.68,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,21,2024,0.0,9694.68,,,,,False
3,BURGOS,0.0,478.25,501.35,798.0,2032.03,1797.0,1590.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7196.98,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,21,2024,0.0,7196.98,,,,,False
4,SAN SEBASTIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2024,0.0,0.0,,,,,False
5,VITORIA,0.0,297.0,402.0,499.05,1436.2,1925.4,950.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5510.1,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,21,2024,0.0,5510.1,,,,,False
6,ZARAGOZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2024,0.0,0.0,,,,,False
1,PAMPLONA,1233.65,822.78,398.75,674.27,2540.73,2315.25,1718.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9703.68,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,22,2024,0.0,9703.68,,,,,False
2,BILBAO,626.0,742.98,371.75,461.0,654.0,1905.35,1195.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5956.53,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,22,2024,0.0,5956.53,,,,,False
3,BURGOS,0.0,517.0,509.25,928.9,2154.8,1743.0,1458.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7311.35,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,22,2024,0.0,7311.35,,,,,False
4,SAN SEBASTIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,2024,0.0,0.0,,,,,False
5,VITORIA,0.0,345.75,668.1,285.25,1409.7,1914.85,972.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5596.08,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,22,2024,0.0,5596.08,,,,,False
6,ZARAGOZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,2024,0.0,0.0,,,,,False
1,PAMPLONA,887.4,690.45,756.9,963.73,1984.5,2218.24,1342.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8843.87,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,23,2024,0.0,8843.87,,,,,False
2,BILBAO,556.25,268.0,631.1,578.5,2001.45,2754.18,835.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7625.23,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,23,2024,0.0,7625.23,,,,,False
3,BURGOS,0.0,549.25,689.5,1330.75,1143.2,1941.0,1404.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7058.43,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,23,2024,0.0,7058.43,,,,,False
4,SAN SEBASTIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,2024,0.0,0.0,,,,,False
5,VITORIA,0.0,171.25,431.65,638.2,1493.25,1108.4,995.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4837.95,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,23,2024,0.0,4837.95,,,,,False
6,ZARAGOZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,2024,0.0,0.0,,,,,False
1,PAMPLONA,1005.3,429.25,869.75,856.66,2115.13,2523.45,1758.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9557.79,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,24,2024,0.0,9557.79,,,,,False
2,BILBAO,616.7,365.0,949.7,952.33,1074.7,1720.85,1013.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6692.83,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,24,2024,0.0,6692.83,,,,,False
3,BURGOS,0.0,405.75,681.25,525.15,1831.85,1716.5,991.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6152.15,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,24,2024,0.0,6152.15,,,,,False
4,SAN SEBASTIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,2024,0.0,0.0,,,,,False
5,VITORIA,0.0,554.5,634.25,389.0,1372.75,2047.45,674.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5672.2,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,24,2024,0.0,5672.2,,,,,False
6,ZARAGOZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,2024,0.0,0.0,,,,,False
1,PAMPLONA,1033.1,671.05,1098.84,1167.43,2306.61,2682.8,1669.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10628.92,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,25,2024,0.0,10628.92,,,,,False
2,BILBAO,468.45,493.7,786.6,657.1,1084.7,1394.45,1010.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5895.35,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,25,2024,0.0,5895.35,,,,,False
3,BURGOS,0.0,477.75,620.83,882.75,1458.13,1624.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5064.29,0.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,25,2024,0.0,5064.29,,,,,False
4,SAN SEBASTIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,2024,0.0,0.0,,,,,False
5,VITORIA,0.0,463.0,386.0,688.15,1527.45,2264.35,1231.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6560.8,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,25,2024,0.0,6560.8,,,,,False
6,ZARAGOZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,2024,0.0,0.0,,,,,False
1,PAMPLONA,1239.15,1348.01,1186.75,872.65,1644.25,1879.6,1443.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9613.54,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,26,2024,0.0,9613.54,,,,,False
2,BILBAO,548.5,366.0,518.0,420.75,1388.85,1724.3,1018.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5984.94,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,26,2024,0.0,5984.94,,,,,False
3,BURGOS,0.0,0.0,0.0,69.85,711.5,1570.3,1281.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3633.4,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,26,2024,0.0,3633.4,,,,,False
4,SAN SEBASTIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,2024,0.0,0.0,,,,,False
5,VITORIA,51.0,638.0,121.25,444.25,1629.6,1802.08,1155.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5841.43,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,26,2024,0.0,5841.43,,,,,False
6,ZARAGOZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,2024,0.0,0.0,,,,,False
1,PAMPLONA,646.2,1398.97,1071.8,1715.31,1924.11,1655.41,2176.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10588.54,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,27,2024,0.0,10588.54,,,,,False
2,BILBAO,867.95,862.1,699.35,723.5,1332.93,1916.88,1301.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7703.96,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,27,2024,0.0,7703.96,,,,,False
3,BURGOS,0.0,1151.55,727.75,688.25,1095.0,1365.95,950.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5979.03,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,27,2024,0.0,5979.03,,,,,False
4,SAN SEBASTIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,2024,0.0,0.0,,,,,False
5,VITORIA,0.0,593.25,711.6,407.55,1219.0,1824.65,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5761.05,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,27,2024,0.0,5761.05,,,,,False
6,ZARAGOZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,2024,0.0,0.0,,,,,False
1,PAMPLONA,1080.14,1041.88,1318.2,1544.35,1062.5,1902.45,1978.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9927.8,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,28,2024,0.0,9927.8,,,,,False
2,BILBAO,510.5,634.7,553.0,814.85,1348.83,1460.51,1848.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7171.34,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,28,2024,0.0,7171.34,,,,,False
3,BURGOS,0.0,516.5,848.75,756.5,1782.5,1196.21,614.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5715.21,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,28,2024,0.0,5715.21,,,,,False
4,SAN SEBASTIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,2024,0.0,0.0,,,,,False
5,VITORIA,0.0,700.0,734.25,557.75,1058.5,2709.93,1093.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6854.03,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,28,2024,0.0,6854.03,,,,,False
6,ZARAGOZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,2024,0.0,0.0,,,,,False
1,PAMPLONA,780.25,1026.95,1141.98,695.65,2258.14,1903.95,1683.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9490.42,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,29,2024,0.0,9490.42,,,,,False
2,BILBAO,1233.85,764.85,756.5,725.1,1097.3,1252.0,1317.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7147.05,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,29,2024,0.0,7147.05,,,,,False
3,BURGOS,0.0,884.0,810.58,616.75,1116.98,1530.5,1134.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6093.7,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,29,2024,0.0,6093.7,,,,,False
4,SAN SEBASTIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,2024,0.0,0.0,,,,,False
5,VITORIA,0.0,534.5,569.6,291.75,1216.7,1433.55,1209.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5256.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,29,2024,0.0,5256.0,,,,,False
6,ZARAGOZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,2024,0.0,0.0,,,,,False
1,PAMPLONA,731.69,888.13,1497.85,1548.96,1560.93,1645.7,1627.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9500.76,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,30,2024,0.0,9500.76,,,,,False
2,BILBAO,875.25,706.25,1299.18,1015.6,670.7,1367.0,1631.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7565.03,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,30,2024,0.0,7565.03,,,,,False
3,BURGOS,0.0,694.0,650.15,509.7,1468.66,1396.13,704.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5422.74,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,30,2024,0.0,5422.74,,,,,False
4,SAN SEBASTIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,2024,0.0,0.0,,,,,False
5,VITORIA,0.0,563.5,893.85,1263.25,793.5,684.5,467.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4666.35,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,30,2024,0.0,4666.35,,,,,False
6,ZARAGOZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,2024,0.0,0.0,,,,,False
1,PAMPLONA,914.0,988.34,1018.92,1357.29,1980.41,1817.95,1703.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9779.97,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,2024,0.0,9779.97,,,,,False
2,BILBAO,853.5,1043.85,833.9,764.0,1035.55,1021.05,986.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6538.55,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,2024,0.0,6538.55,,,,,False
3,BURGOS,69.0,482.5,989.1,778.88,1442.2,944.51,321.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5027.29,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,2024,0.0,5027.29,,,,,False
4,SAN SEBASTIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,2024,0.0,0.0,,,,,False
5,VITORIA,0.0,774.35,633.4,674.35,944.25,766.75,989.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4782.26,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,31,2024,0.0,4782.26,,,,,False
6,ZARAGOZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,2024,0.0,0.0,,,,,False
1,PAMPLONA,1194.95,1187.78,1414.03,1356.25,2484.13,1620.24,2114.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11371.88,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,32,2024,0.0,11371.88,,,,,False
2,BILBAO,1237.35,869.75,820.6,975.2,1141.0,908.0,855.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6807.4,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,32,2024,0.0,6807.4,,,,,False
3,BURGOS,34.0,1374.25,670.6,968.89,1319.75,1125.5,1187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6679.99,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,32,2024,0.0,6679.99,,,,,False
4,SAN SEBASTIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,2024,0.0,0.0,,,,,False
5,VITORIA,0.0,1028.0,735.2,516.0,903.75,489.55,984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4656.5,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,32,2024,0.0,4656.5,,,,,False
6,ZARAGOZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,2024,0.0,0.0,,,,,False
1,PAMPLONA,1224.91,1253.65,1685.7,1846.15,1498.83,2363.65,1559.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11432.84,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,2024,0.0,11432.84,,,,Assumption Day,True
2,BILBAO,1077.0,1050.05,993.45,1728.35,1384.0,1357.8,1486.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9077.05,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,2024,0.0,9077.05,,,,Assumption Day,True
3,BURGOS,0.0,729.5,1095.25,756.7,702.25,1283.05,1270.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5837.55,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,2024,0.0,5837.55,,,,Assumption Day,True
4,SAN SEBASTIAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,2024,0.0,0.0,,,,Assumption Day,True
5,VITORIA,0.0,507.75,542.1,656.28,835.18,1170.75,1264.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4976.31,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33,2024,0.0,4976.31,,,,Assumption Day,True
6,ZARAGOZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,2024,0.0,0.0,,,,Assumption Day,True
